nutrition_simplified
name,protein,fat,carbs,Macro
wheat shredded,5.2,1.0,36.2,carbs
cattail,0.2,0.0,1.0,carbs
peanut granola bar,2.4,5.7,15.0,carbs
vanilla bluberry bar kind,0.0,1.4,0.9,fat
coconut granola bar,1.5,9.1,15.6,carbs
almond granola bar,1.8,6.1,14.9,carbs
chocolate chip granola bar,1.8,3.9,17.3,carbs
fruit granola bar,1.4,0.2,18.6,carbs
granola bar,2.1,4.2,13.5,carbs
peanut bar,6.2,13.5,19.0,carbs
milk cereal bar,1.6,2.7,18.0,carbs
almond rice bar,2.0,5.7,18.1,carbs
fruit nut squares,0.3,1.3,10.3,carbs
rice wheat cereal bar,2.0,2.0,16.0,carbs
crisped rice bar,1.4,3.8,20.4,carbs
brown rice raw,14.7,5.4,142.9,carbs
rice pilaf cooked,7.0,8.8,61.1,carbs
beef flavored rice raw,19.8,2.3,139.1,carbs
wild rice cooked,6.5,0.6,35.0,carbs
wild rice raw,23.6,1.7,119.8,carbs
congee with pork shrimp and squid plus egg,0.0,0.3,0.0,fat
white rice pasta cooked,5.1,5.7,43.3,carbs
chicken flavored rice raw,17.9,2.2,127.3,carbs
instant white rice raw,7.4,0.9,78.2,carbs
rice crisps,1.8,0.4,24.1,carbs
parboiled white rice raw,13.9,1.9,149.6,carbs
instant white rice cooked,3.6,0.8,41.4,carbs
rice pilaf raw,21.3,2.8,155.7,carbs
rice cracker cake,2.0,1.2,23.0,carbs
parboiled white rice cooked,4.6,0.6,41.2,carbs
white rice steamed,4.2,0.4,44.7,carbs
brown rice cake,0.7,0.3,7.3,carbs
glutinous white rice raw,12.6,1.0,151.1,carbs
white rice pasta raw,15.3,4.0,122.8,carbs
glutinous white rice cooked,3.5,0.3,36.7,carbs
brown rice cooked,4.5,1.6,45.8,carbs
beef flavored rice cooked,7.0,7.9,54.4,carbs
white rice cooked,4.3,0.4,44.5,carbs
chicken flavored rice cooked,6.2,8.0,54.8,carbs
white rice raw,13.2,1.2,147.9,carbs
cheese imitation,28.3,36.2,1.1,fat
cheshire cheese,6.6,8.7,1.4,fat
monterey cheese,27.7,34.2,0.8,fat
edam cheese,7.5,8.3,0.4,fat
fontina cheese,27.6,33.6,1.7,fat
monterey cheese low fat,31.9,24.4,0.8,protein
colby cheese,26.8,36.3,2.9,fat
american cheese,4.5,7.9,0.9,fat
blue cheese,6.4,8.6,0.7,fat
hot tea (garam chai),0.39,0.53,2.58,carbs
instant coffee,0.64,0.75,3.65,carbs
espreso coffee,1.75,2.14,6.62,carbs
iced tea,0.03,0.01,2.7,carbs
raw mango drink (aam panna),0.16,0.03,9.05,carbs
fruit punch (with fresh juices),0.14,0.03,9.38,carbs
fruit punch (with squashes),0.07,0.02,5.99,carbs
lemonade,0.03,0.01,5.48,carbs
lem-o-gin,0.08,0.03,5.55,carbs
cumin infused water (jeere/zeere ka pani),0.17,0.11,1.86,carbs
coco pine cooler,0.56,1.0,5.72,carbs
summer cooler,0.37,0.04,5.43,carbs
hot cocoa,3.36,4.56,9.23,carbs
cold coffee with ice cream,1.57,2.11,11.24,carbs
banana milkshake (kele milkshake),1.84,2.37,9.15,carbs
mango milkshake (aam milkshake),1.73,2.35,7.23,carbs
pineapple milkshake (ananas milkshake),1.66,2.23,7.62,carbs
orange milkshake (narangi milkshake),1.86,2.52,7.11,carbs
egg nog,4.78,5.11,8.15,carbs
sweet lassi (meethi lassi),1.29,0.68,6.51,carbs
lassi (salted),1.35,0.72,1.86,carbs
cheese and chilli sandwich,6.8,9.78,27.4,carbs
egg sandwich (ande ka sandwich),8.69,15.8,29.16,carbs
cucumber sandwich (kheere ka sandwich),4.8,8.0,25.77,carbs
cheese and pineapple sandwich (cheese aur ananas ka sandwich),8.2,12.8,29.1,carbs
cheese and tomato sandwich (cheese aur tamatar ke sandwich),7.92,12.27,26.92,carbs
chicken sandwich,13.12,11.75,25.38,carbs
peanut and tomato sandwich (moongfali aur tamatar ka sandwich),9.53,16.14,28.54,carbs
rainbow sandwich,7.75,12.54,34.26,carbs
club sandwich,7.31,15.12,18.51,carbs
vegetarian club sandwich,5.45,11.33,19.68,carbs
pin wheel sandwich,8.77,24.93,14.0,fat
carrot apple sandwich (gajar aur seb ka sandwich),5.3,9.12,29.04,carbs
salami sandwich,8.7,15.51,21.54,carbs
vegetable and mayonnaise sandwich,4.47,15.4,23.2,carbs
egg and tomato sandwich (ande aur tamatar ka sandwich),7.66,10.51,25.9,carbs
sweet open sandwich,4.99,8.15,39.24,carbs
mushroom and cheese sandwich (toasted),7.79,13.01,21.01,carbs
cheese and tomato sandwich (toasted) (cheese aur tamatar ke sandwich (toasted)),6.82,12.95,21.42,carbs
pea potato sandwich (toasted) (matar aloo ka sandwich),4.6,5.43,25.17,carbs
paneer pea sandwich (toasted) (paneer matar ka sandwich),12.4,11.98,24.05,carbs
chicken sandwich (toasted),12.08,5.32,18.82,carbs
pea keema sandwich (toasted) (matar aur keema ka sandwich),11.06,5.61,20.26,carbs
classic club sandwich,6.74,11.56,18.49,carbs
sesame toast,1.9,49.38,11.15,fat
cracked wheat porridge (meetha daliya),2.64,4.08,8.87,carbs
semolina porridge (suji/rava daliya),3.75,4.08,12.39,carbs
oatmeal porridge,2.6,3.22,8.77,carbs
cornflakes with milk,3.59,5.12,14.95,carbs
rice flakes (chiwda/aval),3.62,3.99,15.57,carbs
wheat flakes,3.62,3.99,15.57,carbs
murmura (puffed rice),3.62,4.04,15.67,carbs
puffed wheat (murmure/moori),3.62,4.04,15.67,carbs
boiled egg (ubla anda),4.43,3.04,0.12,protein
fried egg,11.59,19.62,0.31,fat
poached egg,11.98,8.19,0.37,protein
scrambled egg (ande ki bhurji),10.29,12.21,1.35,fat
baked egg,11.88,12.65,15.42,carbs
plain omelette/omlet,9.66,25.74,0.64,fat
stuffed egg omelette/omlet,8.6,17.77,2.3,fat
pancake,5.68,10.82,20.49,carbs
keema pancake,9.01,11.25,9.56,fat
vegetable pancake,3.87,6.57,12.24,carbs
jam and fruit pancake,3.79,7.01,20.73,carbs
khoa and coconut pancake,6.98,15.29,27.32,carbs
brown stock,1.95,1.38,0.25,protein
vegetable stock,0.3,1.38,0.96,fat
chicken stock,3.69,1.51,0.37,protein
clear tomato soup (tamatar ka soup),4.79,12.22,3.45,fat
lentil soup,9.65,11.68,3.94,fat
chicken consomme (clear chicken soup),11.47,12.02,1.19,fat
cream of tomato soup,4.61,13.12,3.93,fat
cream of green peas soup,7.13,14.78,6.75,fat
cream of spinach soup,5.21,13.31,3.45,fat
cream of mixed vegetable soup,6.84,9.05,4.93,fat
cream of mushroom soup,6.64,15.5,3.74,fat
chicken sweet corn soup,14.48,12.59,1.63,protein
minestrone soup,9.3,11.09,3.71,fat
egg drop soup,12.93,13.52,1.1,fat
chinese cabbage and meat ball soup,5.21,56.57,1.43,fat
french onion soup,11.41,14.39,4.28,fat
hot and sour soup,3.12,1.31,1.78,protein
talaumein soup,10.12,12.78,4.17,fat
cold cucumber soup (thanda kheere ka soup),2.99,1.99,4.58,carbs
cold summer garden soup,8.57,14.08,2.65,fat
chapati/roti,5.88,3.56,35.65,carbs
plain parantha/paratha,5.06,16.86,30.69,carbs
potato parantha/paratha (aloo ka parantha/paratha),3.7,10.22,23.92,carbs
radish parantha/paratha (mooli ka parantha/paratha),3.3,9.53,20.54,carbs
cauliflower parantha/paratha (phoolgobhi ka parantha/paratha),3.73,9.47,18.84,carbs
dal parantha/paratha,6.78,13.05,30.03,carbs
sprouted moong parantha/paratha,4.29,12.43,24.31,carbs
pea parantha/paratha (matar ka parantha/paratha),5.59,8.8,21.51,carbs
keema parantha/paratha,9.41,13.91,18.36,carbs
paneer parantha/paratha,7.98,14.62,24.33,carbs
besan and spinach parantha/paratha (besan aur palak ka parantha/paratha),5.54,12.09,21.39,carbs
poori,1.35,77.61,8.22,fat
spinach poori (palak poori),1.42,71.86,7.76,fat
methi poori,1.45,74.6,7.98,fat
dal stuffed poori,2.08,81.69,10.14,fat
potato stuffed poori (aloo ki poori),1.52,81.35,9.4,fat
tandoori parantha/paratha,5.08,16.51,30.74,carbs
boiled rice (uble chawal),2.6,0.18,25.72,carbs
plain pulao,2.34,4.62,21.82,carbs
mixed vegetable pulao,2.72,3.33,17.49,carbs
mushroom pulao,2.52,4.03,19.02,carbs
sprouted moong pulao,2.19,3.61,17.49,carbs
paneer pulao,1.98,59.81,8.76,fat
peanut pulao,5.32,9.51,21.18,carbs
navratan pulao,6.2,9.45,36.98,carbs
green chickpeas pulao (choliya pulao/hare chane ka pulao),4.88,4.82,27.57,carbs
mutton biryani/biriyani,7.38,7.72,22.5,carbs
vegetable biryani/biriyani,3.16,9.51,18.56,carbs
"lemon rice (pulihora, elumichai sadam, chitranna)",4.26,7.88,21.62,carbs
sweet rice (meethe chawal),2.1,4.57,42.59,carbs
curd rice (dahi bhaat/dahi chawal/ perugu annam/daddojanam/thayir saadam),5.75,4.32,32.93,carbs
tamarind rice (chintapandu pulihora/puliyodharai/puli sadam/huli anna),7.45,8.53,65.08,carbs
spanish rice,4.19,2.23,31.1,carbs
chinese fried rice,4.05,5.43,13.4,carbs
macroni cheese pie,5.85,7.48,21.1,carbs
vegetable chowmein,3.07,6.36,15.44,carbs
chicken chowmein,6.33,8.23,13.3,carbs
cheese noodle ring,6.22,6.12,13.96,carbs
spaghetti and cheese balls in tomato sauce,2.41,52.08,7.82,fat
penne platter,5.04,8.71,20.87,carbs
pasta hot pot,5.84,6.47,11.6,carbs
chicken lasagne,10.45,10.36,13.9,carbs
fettuccine with spinach sauce,3.1,7.83,12.19,carbs
naan,8.05,4.99,51.75,carbs
bhatura,1.63,82.56,10.73,fat
idli,4.64,0.33,28.18,carbs
masala dosa,3.29,7.84,19.57,carbs
semolina dosa (suji/rava dosa),7.3,7.12,32.84,carbs
onion tomato uttapam,1.91,45.3,11.32,fat
paneer kaathi roll,6.92,19.55,20.1,carbs
makki ki roti,3.49,16.85,24.19,carbs
washed moong dal (dhuli moong ki dal),2.68,1.68,5.91,carbs
washed urad dal (dhuli urad ki dal),2.51,2.98,5.84,carbs
split bengal gram with bottle gourd (channa dal with ghiya/lauki),2.79,3.6,7.1,carbs
dry washed urad,6.85,3.5,15.66,carbs
mixed dal,2.51,3.1,5.79,carbs
whole moong (moong ki dal),2.25,2.56,5.22,carbs
whole masoor (masoor ki dal),2.28,2.52,5.37,carbs
whole moth (moth ki dal),2.01,2.62,5.74,carbs
whole urad (urad ki dal),2.21,2.62,5.05,carbs
moti mahal dal (urad rajmah mix dal),3.93,5.66,8.74,carbs
black channa curry/bengal gram curry (kale chane ki curry),5.67,6.61,14.11,carbs
chickpeas curry (safed channa curry),6.1,6.84,19.98,carbs
lobia curry,6.06,5.62,17.88,carbs
soyabean curry,10.43,10.19,6.76,protein
kidney bean curry (rajmah curry),5.95,5.77,16.38,carbs
sambar,3.35,4.38,10.57,carbs
besan kadhi with pakodies,1.64,42.59,3.56,fat
khatta channa,6.3,10.56,21.14,carbs
sprouted moong dal chat,1.35,0.32,6.01,carbs
potato cauliflower (aloo gobhi),1.9,8.13,5.99,fat
potato capsicum (shimla mirch aloo),1.41,9.33,8.72,fat
cabbage and peas (pattagobhi aur matar),3.24,2.64,6.24,carbs
carrot and fenugreek leaves (gajar methi),2.1,3.81,4.17,carbs
potato fenugreek (aloo methi),2.25,10.04,8.47,fat
brinjal bhartha (baingan ka bhartha),1.38,4.48,4.4,fat
dry potato (sookhe aloo),1.62,4.18,14.38,carbs
beans with coconut (nariyal aur sem/phali; beans thoran),2.62,11.39,4.39,fat
cauliflower with coconut (nariyal ke saath phoolgobhi),2.64,11.56,3.99,fat
carrot and cabbage with coconut (nariyal ke saath pattagobhi aur gajar),1.82,8.62,4.99,fat
raw turnip with coconut,1.8,11.47,5.78,fat
raw papaya with coconut (papaya thoran),1.54,11.42,5.58,fat
stuffed okra (bharwa bhindi),2.08,7.66,3.85,fat
stuffed round gourd (bharwa tinde),1.1,5.75,4.02,fat
stuffed capsicum (bharwa shimla mirch),1.34,5.7,8.26,carbs
stuffed brinjal (bharwa baingan),1.53,7.73,3.96,fat
stuffed tomatoes (bharwa tamatar),3.28,6.06,6.19,carbs
pea potato curry (aloo matar),3.48,5.13,9.74,carbs
pea paneer curry (matar paneer),6.61,7.75,9.29,carbs
pea mushroom curry (matar mushroom),3.87,5.16,7.41,carbs
pea curry (matar ki sabzi),4.51,5.11,9.2,carbs
pea vadi curry,4.64,5.08,8.9,carbs
paneer curry,7.8,12.38,8.4,fat
lotus stem curry (kamal kakdi curry),1.53,7.25,9.24,carbs
gravy for kofta,1.75,10.35,6.31,fat
pea kofta curry (matar kofta curry),2.01,63.39,4.17,fat
spinach kofta curry (palak kofta curry),1.09,61.49,3.56,fat
paneer kofta curry,2.39,72.06,3.27,fat
lotus stem kofta curry (kamal kakdi kofta curry),0.96,67.76,5.01,fat
raw banana kofta curry (kela kofta curry),0.62,67.98,3.4,fat
cauliflower kofta curry (phoolgobhi kofta curry),1.04,69.62,2.62,fat
cabbage kofta curry (pattagobhi kofta curry),0.98,69.4,2.87,fat
ghiya/lauki kofta curry,0.89,69.4,2.71,fat
spinach paneer kofta curry (palak paneer kofta curry),1.43,65.41,2.94,fat
vegetarian egg kofta curry,1.33,67.24,4.26,fat
baked vegetables,3.67,4.44,8.44,carbs
cauliflower musallam (phoolgobhi musallam),1.89,3.55,4.48,carbs
baked vegetables with spinach,3.22,4.03,6.93,carbs
baked potato with skin,3.43,8.5,11.11,carbs
shepherd's pie (vegetarian),5.04,7.3,12.03,carbs
baked brinjal in tomato sauce,1.58,1.62,4.13,carbs
dum aloo,0.7,74.01,3.33,fat
spinach paneer (palak paneer),4.03,4.76,4.43,fat
methi chaman,1.54,50.91,2.78,fat
sarson ka saag,3.0,5.86,5.33,fat
jackfruit sabzi (kathal ki sabzi),0.69,67.6,3.4,fat
avial,2.46,8.94,8.47,fat
al yakhani,2.86,13.14,4.65,fat
shahi paneer,5.06,12.34,6.64,fat
paneer in butter sauce,6.99,8.81,9.7,carbs
methi malai paneer,7.34,14.76,8.15,fat
chilli paneer,2.1,84.01,3.31,fat
paneer makhana korma,3.24,82.76,4.63,fat
kadhai paneer,4.33,6.81,7.34,carbs
roghan josh,9.56,9.02,4.93,protein
spinach mutton (palak mutton),5.74,4.71,3.45,protein
pea keema curry (matar keema ki sabzi),8.43,8.14,6.24,protein
keema kofta curry,9.77,10.39,5.64,fat
kashmiri mutton koftas (gushtaba),6.33,6.77,3.04,fat
mutton yakhni,8.27,7.7,0.84,protein
chicken yakhni,10.66,6.1,0.78,protein
mutton do piaza,9.39,14.41,4.14,fat
mutton chops,4.03,71.31,1.48,fat
shammi kebab,4.52,72.61,3.54,fat
scotch egg,4.05,72.62,1.91,fat
shepherd's pie (with minced meat),7.45,8.88,8.06,fat
chicken curry,11.79,7.57,3.38,protein
tandoori chicken,16.26,7.93,2.34,protein
butter chicken,10.92,8.7,3.74,protein
chicken kebab,3.71,78.89,1.11,fat
chilli chicken,9.57,16.56,2.86,fat
fried chicken with tomato sauce (fried chicken tamatar ki chutney kay saath),11.48,7.61,2.51,protein
fish curry (machli curry),8.76,6.69,3.77,protein
fried fish (indian style) (tali hui machli),4.35,68.88,5.4,fat
fried fish and chips (english style) (tali hui machli aur chips),3.36,69.69,2.77,fat
tomato fish,2.39,51.91,3.18,fat
baked fish with cheese sauce,8.64,7.02,4.06,protein
fish tikka,16.0,4.15,3.91,protein
tandoori fish,11.19,4.64,2.37,protein
"paneer, apple and pineapple salad",3.88,5.07,8.35,carbs
russian salad,4.26,7.84,6.5,fat
pasta salad,4.15,13.92,12.7,fat
deviled egg,4.97,7.72,2.23,fat
hawain salad,4.27,11.37,14.35,carbs
mixed pulse and vegetable salad,4.74,0.84,13.96,carbs
sprouted moong salad,2.29,0.74,5.48,carbs
tossed salad,1.02,4.22,4.95,carbs
mixed vegetable salad with curd sauce,4.23,1.5,7.03,carbs
potato salad (aloo ka salaad),1.4,4.4,11.19,carbs
waldroff salad,1.47,10.05,11.02,carbs
coleslaw,1.24,5.32,5.59,carbs
fruit salad (phalon ka salaad),0.91,1.22,15.96,carbs
tomato onion raita (tamatar aur pyaaz ka raita),3.74,1.84,7.08,carbs
peanut raita (mungfali ka raita),8.59,8.98,9.3,carbs
sprouted moong raita,4.62,2.19,6.13,carbs
bottle gourd raita (ghiya/lauki ka raita),3.98,2.07,5.76,carbs
cucumber raita (kheere ka raita),4.04,2.08,6.35,carbs
carrot and spinach raita (gajar aur palak ka raita),4.0,1.99,5.83,carbs
mint raita (pudinay ka raita),5.64,2.96,7.65,carbs
potato raita (aloo ka raita),4.22,2.04,10.24,carbs
boondi raita,2.19,73.83,3.96,fat
sweet raita (meetha raita),3.24,1.78,17.93,carbs
dahi vadas/dahi bhalla,2.96,70.4,5.49,fat
gunjia,2.98,70.28,5.68,fat
saunth/sonth chutney with tamarind/imli,1.01,0.15,33.55,carbs
rice kheer (chawal ki kheer),2.3,2.97,10.05,carbs
makhana kheer,3.31,5.0,12.88,carbs
vermicelli kheer (semiya/seviyan ki kheer),3.35,5.0,15.87,carbs
semolina kheer (suji/rava kheer),3.43,4.2,15.88,carbs
paneer kheer,4.53,5.37,10.03,carbs
cabbage kheer (pattagobhi ki kheer),2.87,3.8,9.73,carbs
carrot kheer (gajar ki kheer),2.81,3.85,10.09,carbs
cauliflower kheer (phoolgobhi ki kheer),3.04,3.95,8.78,carbs
moong dal kheer,2.95,2.97,9.89,carbs
phirni,3.49,4.34,16.11,carbs
semolina halwa (suji ka halwa),2.16,13.38,24.67,carbs
shahi suji halwa,3.48,21.73,44.44,carbs
carrot halwa (gajar ka halwa),3.11,9.73,18.53,carbs
egg halwa (ande ka halwa),7.85,13.41,39.59,carbs
potato halwa (aloo ka halwa),1.53,3.48,29.18,carbs
pumpkin halwa (kaddu ka halwa),1.33,8.81,27.6,carbs
moong dal halwa,8.35,17.68,40.23,carbs
caramel custard (steamed),4.97,4.87,15.02,carbs
baked custard,5.41,5.3,9.45,carbs
soft custard (stirred),5.01,5.07,11.19,carbs
chocolate ice cream,4.47,11.25,15.41,carbs
mango ice cream,3.4,7.62,11.14,carbs
fruit ice cream (phalon ka ice cream),4.37,10.38,16.05,carbs
caramel ice cream,4.31,11.15,14.81,carbs
lemon souffle,6.95,10.02,13.43,carbs
orange souffle,6.8,9.73,14.2,carbs
vanilla souffle,7.71,11.19,14.78,carbs
chocolate souffle,7.88,11.36,14.74,carbs
pineapple souffle,8.06,11.72,15.52,carbs
apple mousse,4.21,4.27,12.77,carbs
rich chocolate mousse,7.96,12.19,10.84,fat
mango mousse,3.21,8.47,9.14,carbs
orange and pineapple cream,1.44,5.43,11.96,carbs
charlotte rousse,3.95,4.78,34.08,carbs
triffle pudding,2.93,3.93,18.24,carbs
snow flakes pudding,4.67,4.97,8.07,carbs
kulfi,3.21,4.7,11.3,carbs
steamed orange pudding,2.34,12.04,41.53,carbs
meringue and rice pudding,4.84,4.05,14.6,carbs
cheese pudding,11.29,18.37,19.27,carbs
chocolate pudding,3.55,9.48,29.59,carbs
bread and butter pudding,5.59,7.88,19.63,carbs
queen of pudding,5.51,5.38,16.35,carbs
pineapple upside down pudding,3.15,11.91,35.73,carbs
date and nut pie,3.93,13.31,46.86,carbs
stewed apple with custard,1.27,1.82,18.36,carbs
apple snowballs,0.86,0.31,24.58,carbs
hot orange souffle,6.87,8.95,18.77,carbs
hot chocolate souffle,6.7,11.1,26.21,carbs
hot vanilla souffle,6.87,9.07,21.77,carbs
plain burfi (burfi),9.82,27.96,30.88,carbs
coconut burfi (nariyal ki burfi),8.81,34.63,32.15,fat
bottle gourd burfi (ghiya/lauki burfi),5.86,17.68,24.51,carbs
chocolate burfi,13.0,17.86,33.15,carbs
cashewnut burfi (kaju burfi/kaju katli),5.48,28.46,37.92,carbs
gram flour burfi (besan burfi),11.19,22.41,46.59,carbs
semolina ladoo with khoya (suji/rava aur khoye ke ladoo ),6.71,21.86,52.86,carbs
semolina ladoo with coconut (suji/rava aur nariyal ke ladoo ),5.68,27.03,50.9,carbs
gram flour ladoo (besan ladoo),8.93,22.76,62.61,carbs
sesame ladoo (til ke ladoo),10.7,19.64,43.5,carbs
chenna murki,10.46,8.2,36.01,carbs
milk cake,3.01,8.93,9.13,carbs
ghujia/lavang latika,1.86,78.93,13.0,fat
gulab jamun with khoya,2.03,53.23,26.09,fat
mal pua,1.71,54.64,17.56,fat
shahi tukre,2.76,2.54,41.46,carbs
potato pakora/pakoda (aloo pakoda),1.9,71.84,6.04,fat
onion pakora/pakoda (pyaaz ke pakode),1.9,71.84,5.41,fat
cauliflower pakora/pakoda (phoolgobhi ke pakode),1.98,71.86,4.52,fat
mixed vegetable pakora/pakoda,1.94,71.86,5.12,fat
spinach pakora/pakoda (palak pakoda),1.96,76.38,4.68,fat
methi pakora/pakoda (methi ke pakode),2.06,76.39,4.68,fat
egg pakora/pakoda (ande ke pakode),2.83,75.86,4.48,fat
bread pakora/pakoda,2.57,74.2,8.87,fat
paneer pakora/pakoda,3.27,76.05,5.52,fat
potato bonda (aloo bonda),1.09,67.8,4.53,fat
potato samosa (aloo ka samosa),1.71,59.19,9.21,fat
minced meat samosa (keema ka samosa),4.43,64.26,6.14,fat
paneer and pea samosa (paneer matar ka samosa),4.02,63.65,8.55,fat
mathri,1.75,83.1,12.32,fat
khasta kachori,2.51,72.27,12.81,fat
vegetable cutlet,1.25,71.33,4.68,fat
flattened rice cutlet (chirwa cutlet/chivda cutlet/poha cutlet),1.76,73.89,7.39,fat
peanut cutlet (mungfali ke cutlet),2.63,74.0,5.68,fat
fish cutlet (machli ka cutlet),2.77,70.11,3.13,fat
paneer potato cutlet (paneer aloo cutlet),2.47,71.4,5.23,fat
spinach chickpeas cutlet (palak channa dal cutlet),1.44,73.6,4.93,fat
cheese toast,1.98,84.11,5.49,fat
vegetable burger,3.26,50.63,13.69,fat
cheese pizza,5.79,12.43,30.62,carbs
vegetable seekh kebab,1.57,73.72,5.32,fat
masala vada,1.69,89.15,4.06,fat
peanut sago vada (sabudana mungfali vada),1.01,79.82,7.14,fat
vegeterian scotch egg,2.16,72.77,4.64,fat
paneer shaslik/tikka,5.11,4.49,7.98,carbs
peanut brittle (moongfali ki chikki),6.94,11.13,47.46,carbs
spring roll,1.81,64.63,8.56,fat
dry mango chutney (sookhe aam ki chutney),2.43,0.7,69.17,carbs
peanut chutney (mungfali ki chutney),11.8,19.06,9.87,fat
coconut chutney (nariyal ki chutney),3.59,25.0,8.29,fat
mint and coriander chutney (pudinay aur dhaniye ki chutney),2.81,0.51,21.18,carbs
custard tart,3.72,10.73,28.66,carbs
lemon tart,6.12,17.45,30.68,carbs
jam tart,4.42,17.35,46.18,carbs
orange cream tart,2.58,8.72,27.43,carbs
pineapple tart,2.29,8.21,28.62,carbs
cheese and mushroom tart,5.51,15.28,21.43,carbs
cottage cheese pie,7.45,13.83,20.66,carbs
minced meat pie,7.38,13.04,18.11,carbs
apple cinnamon pie,3.35,12.21,33.68,carbs
lemon meringue pie,3.88,8.16,35.11,carbs
chocolate meringue pie,4.98,9.17,28.8,carbs
cream puffs,4.7,15.48,16.0,carbs
chocolate eclairs,4.24,13.5,26.22,carbs
cheese balls,2.21,72.57,4.81,fat
minced meat patties,6.88,19.57,15.25,fat
cheese patties,7.38,22.67,22.23,fat
hot cheese souffle,9.18,13.23,5.41,fat
hot potato souffle,5.51,7.64,8.56,carbs
hot fish souffle,11.23,9.24,3.69,protein
hot spinach souffle,5.43,7.24,4.19,fat
plain cream cake,6.18,16.17,47.18,carbs
apple cake (seb ka cake),4.94,12.87,39.48,carbs
marble cake,6.3,16.27,46.88,carbs
chocolate cake,6.01,15.18,45.14,carbs
orange cake,6.1,16.21,48.28,carbs
fruit loaf,5.36,13.31,46.49,carbs
banana cake (kele ka cake),5.77,23.31,40.0,carbs
chocolate chiffon cake,5.76,15.8,37.87,carbs
christmas cake,5.49,16.88,48.29,carbs
strawberry and vanilla cake with butter icing,3.89,20.39,44.25,carbs
eggless cake,8.12,11.75,46.14,carbs
swiss roll,7.3,3.77,48.34,carbs
pineapple pastry,6.06,7.87,29.04,carbs
black forest pastry,6.09,8.46,34.48,carbs
coconut finger,7.09,8.86,42.56,carbs
pineapple cake,5.01,9.34,23.51,carbs
chocolate walnut cookies (chocolate aur akhrot ke cookies),6.56,23.62,47.1,carbs
chocolate chip cookies,5.79,19.38,57.98,carbs
sweet plain biscuit,5.86,17.67,50.29,carbs
chocolate biscuit,5.88,17.09,51.56,carbs
coconut biscuit (nariyal ke biscuit),5.78,27.16,42.9,carbs
sweet and salty biscuit (meethay aur namkeen biscuit),6.15,22.39,45.09,carbs
peanut biscuit,8.45,20.41,46.72,carbs
pin wheel biscuit,5.4,18.66,54.56,carbs
saffron biscuit (kesar biscuit),6.05,22.01,59.7,carbs
masala biscuit,6.06,20.75,45.18,carbs
ice box cookies,5.7,14.44,56.09,carbs
ginger bread man,6.61,11.01,60.26,carbs
danish cookies,5.33,24.92,58.0,carbs
short bread cookies,6.03,17.98,64.82,carbs
coffee biscuit,6.9,23.0,46.55,carbs
melting moments,5.71,21.78,55.84,carbs
ginger biscuit (adarak ke biscuit),5.98,18.31,58.44,carbs
soyabean muthias,2.46,90.45,3.7,fat
soyabean tikki,3.53,74.02,4.39,fat
soyabean namak paras,2.65,89.83,4.65,fat
peanut burfi (moongfali ki burfi),9.31,36.84,48.14,carbs
spinach peanut namak paras (palak moongfali namak paras),1.65,78.51,6.62,fat
gram flour and semolina chilla/cheela/savory pancake (besan suji chilla/cheela),2.08,80.04,7.63,fat
rice moong dal cheela (chawal aur moong dal ka cheela),2.74,82.44,11.13,fat
split bengal gram sweet rice (channa dal sweet rice),4.15,0.64,41.07,carbs
sweet poori (meethi poori),2.12,79.63,14.26,fat
wheat flour and moong dal burfi (atta aur moong dal ki burfi),9.84,18.41,60.0,carbs
spinach burfi (palak burfi),2.71,6.81,12.76,carbs
sweet split chickpea roti (sweet channa dal roti/puranpoli),9.51,7.93,62.66,carbs
sprouted moong daliya,2.81,4.71,14.77,carbs
sprouted moong poha,5.59,6.89,26.6,carbs
pearl millet ladoo (bajra ladoo),9.61,8.06,50.98,carbs
paushtik ladoo,7.65,24.98,60.34,carbs
paushtik roti,7.17,1.51,26.59,carbs
semolina carrot vada (suji gajar vada),1.56,74.07,6.52,fat
dhokla,13.45,5.28,30.68,carbs
kashmiri tea (kehwa),0.17,0.51,5.23,carbs
steeped hot coffee,0.39,0.33,3.01,carbs
hot chocolate,3.43,4.61,9.02,carbs
cold coffee (with cream),1.93,3.29,11.98,carbs
banana milkshake with ice cream (kele ka milkshake ice cream ke saath),2.01,2.77,11.15,carbs
flavoured milkshake,2.06,2.83,8.65,carbs
jal jeera,0.44,0.26,6.7,carbs
gingo,0.14,0.06,12.42,carbs
mintade,0.03,0.02,10.59,carbs
canjee,0.24,0.42,0.44,carbs
cauliflower canjee (phoolgobhi ki canjee),0.39,0.42,0.35,fat
potato canjee (aloo canjee),0.44,0.39,2.69,carbs
vermicelli porridge (semiya/seviyan porridge),2.5,2.98,10.56,carbs
semolina upma (suji/rava upma),3.3,7.49,16.31,carbs
vermicelli upma (semiya/seviyan upma),3.11,7.45,16.88,carbs
rice upma,2.63,7.46,17.96,carbs
bread upma,2.8,7.75,12.6,carbs
vegetable upma,4.73,6.63,16.46,carbs
poha,6.09,14.14,35.05,carbs
vegetable poha,4.89,8.07,21.52,carbs
moong dal stuffed cheela/chilla (moong dal ka cheela/chilla),6.97,5.11,19.42,carbs
paneer stuffed cheela/chilla,11.44,8.89,19.16,carbs
indian style egg bhujia (anda bhujia (indian style)),6.1,7.02,3.76,fat
french omelette/omlet,10.03,18.86,0.41,fat
